version,level,scale,gender,age_group,raw,T,T_int_lo,T_int_hi,pctl_med,extrapolation
full,domain,antagonism,all,all,0,29.6,29.8,35.8,0.0207,0
full,domain,antagonism,all,all,0.01,30,29.8,36.5,0.0227,0
full,domain,antagonism,all,all,0.02,30.4,29.9,37.2,0.025,0
full,domain,antagonism,all,all,0.03,30.8,29.9,37.9,0.0276,0
full,domain,antagonism,all,all,0.04,31.2,30,38.7,0.0303,0
full,domain,antagonism,all,all,0.05,31.7,30,39.3,0.0335,0
full,domain,antagonism,all,all,0.06,32.1,30.2,39.8,0.0369,0
full,domain,antagonism,all,all,0.07,32.5,30.4,40.3,0.0403,0
full,domain,antagonism,all,all,0.08,32.9,30.5,40.8,0.0439,0
full,domain,antagonism,all,all,0.09,33.3,30.7,41.3,0.0477,0
full,domain,antagonism,all,all,0.1,33.7,30.9,41.8,0.0519,0
full,domain,antagonism,all,all,0.11,34.1,31.2,42.2,0.0563,0
full,domain,antagonism,all,all,0.12,34.5,31.4,42.6,0.061,0
full,domain,antagonism,all,all,0.13,34.9,31.7,43.1,0.0659,0
full,domain,antagonism,all,all,0.14,35.3,31.9,43.5,0.0713,0
full,domain,antagonism,all,all,0.15,35.7,32.2,43.9,0.0766,0
full,domain,antagonism,all,all,0.16,36.1,32.4,44.2,0.0823,0
full,domain,antagonism,all,all,0.17,36.5,32.7,44.6,0.0884,0
full,domain,antagonism,all,all,0.18,36.9,32.9,44.9,0.0945,0
full,domain,antagonism,all,all,0.19,37.3,33.2,45.3,0.1012,0
full,domain,antagonism,all,all,0.2,37.6,33.5,45.6,0.1077,0
full,domain,antagonism,all,all,0.21,38,33.7,46,0.1146,0
full,domain,antagonism,all,all,0.22,38.3,34,46.3,0.1219,0
full,domain,antagonism,all,all,0.23,38.7,34.3,46.6,0.1292,0
full,domain,antagonism,all,all,0.24,39,34.6,47,0.1367,0
full,domain,antagonism,all,all,0.25,39.4,34.8,47.3,0.1447,0
full,domain,antagonism,all,all,0.26,39.8,35.1,47.5,0.1528,0
full,domain,antagonism,all,all,0.27,40.1,35.4,47.8,0.161,0
full,domain,antagonism,all,all,0.28,40.4,35.6,48.1,0.1692,0
full,domain,antagonism,all,all,0.29,40.8,35.9,48.4,0.1779,0
full,domain,antagonism,all,all,0.3,41.1,36.2,48.7,0.1867,0
full,domain,antagonism,all,all,0.31,41.4,36.5,49,0.1956,0
full,domain,antagonism,all,all,0.32,41.8,36.7,49.3,0.2049,0
full,domain,antagonism,all,all,0.33,42.1,37,49.6,0.2141,0
full,domain,antagonism,all,all,0.34,42.4,37.3,49.9,0.2235,0
full,domain,antagonism,all,all,0.35,42.7,37.6,50.1,0.2331,0
full,domain,antagonism,all,all,0.36,43,37.8,50.3,0.2431,0
full,domain,antagonism,all,all,0.37,43.4,38.1,50.5,0.2532,0
full,domain,antagonism,all,all,0.38,43.6,38.4,50.8,0.2626,0
full,domain,antagonism,all,all,0.39,44,38.6,51,0.2727,0
full,domain,antagonism,all,all,0.4,44.2,38.9,51.2,0.2826,0
full,domain,antagonism,all,all,0.41,44.6,39.1,51.5,0.2931,0
full,domain,antagonism,all,all,0.42,44.8,39.4,51.7,0.3032,0
full,domain,antagonism,all,all,0.43,45.1,39.6,51.9,0.3132,0
full,domain,antagonism,all,all,0.44,45.4,39.9,52.2,0.3236,0
full,domain,antagonism,all,all,0.45,45.7,40.2,52.4,0.3334,0
full,domain,antagonism,all,all,0.46,46,40.5,52.7,0.3438,0
full,domain,antagonism,all,all,0.47,46.3,40.7,52.9,0.3541,0
full,domain,antagonism,all,all,0.48,46.5,41,53.2,0.3645,0
full,domain,antagonism,all,all,0.49,46.8,41.2,53.4,0.3743,0
full,domain,antagonism,all,all,0.5,47.1,41.5,53.6,0.3844,0
full,domain,antagonism,all,all,0.51,47.3,41.7,53.8,0.3943,0
full,domain,antagonism,all,all,0.52,47.6,41.9,54,0.4047,0
full,domain,antagonism,all,all,0.53,47.9,42.1,54.2,0.4149,0
full,domain,antagonism,all,all,0.54,48.1,42.4,54.4,0.4247,0
full,domain,antagonism,all,all,0.55,48.4,42.6,54.7,0.4348,0
full,domain,antagonism,all,all,0.56,48.6,42.8,54.9,0.4445,0
full,domain,antagonism,all,all,0.57,48.9,43.1,55.1,0.4545,0
full,domain,antagonism,all,all,0.58,49.1,43.3,55.3,0.4643,0
full,domain,antagonism,all,all,0.59,49.4,43.6,55.5,0.4745,0
full,domain,antagonism,all,all,0.6,49.6,43.8,55.7,0.4845,0
full,domain,antagonism,all,all,0.61,49.8,44.1,55.9,0.4938,0
full,domain,antagonism,all,all,0.62,50.1,44.3,56.1,0.5036,0
full,domain,antagonism,all,all,0.63,50.3,44.6,56.4,0.5134,0
full,domain,antagonism,all,all,0.64,50.6,44.8,56.6,0.5225,0
full,domain,antagonism,all,all,0.65,50.8,45,56.8,0.5322,0
full,domain,antagonism,all,all,0.66,51,45.2,57,0.5412,0
full,domain,antagonism,all,all,0.67,51.3,45.5,57.3,0.5504,0
full,domain,antagonism,all,all,0.68,51.5,45.7,57.5,0.5598,0
full,domain,antagonism,all,all,0.69,51.7,45.9,57.6,0.569,0
full,domain,antagonism,all,all,0.7,52,46.1,57.8,0.5778,0
full,domain,antagonism,all,all,0.71,52.2,46.3,58,0.5864,0
full,domain,antagonism,all,all,0.72,52.4,46.5,58.2,0.5946,0
full,domain,antagonism,all,all,0.73,52.6,46.8,58.4,0.6032,0
full,domain,antagonism,all,all,0.74,52.8,47,58.6,0.6119,0
full,domain,antagonism,all,all,0.75,53.1,47.2,58.9,0.6201,0
full,domain,antagonism,all,all,0.76,53.3,47.5,59.1,0.6286,0
full,domain,antagonism,all,all,0.77,53.5,47.7,59.3,0.6368,0
full,domain,antagonism,all,all,0.78,53.7,47.9,59.5,0.6451,0
full,domain,antagonism,all,all,0.79,53.9,48.1,59.7,0.653,0
full,domain,antagonism,all,all,0.8,54.2,48.3,59.9,0.6612,0
full,domain,antagonism,all,all,0.81,54.4,48.5,60.1,0.6691,0
full,domain,antagonism,all,all,0.82,54.6,48.7,60.3,0.6768,0
full,domain,antagonism,all,all,0.83,54.8,48.9,60.5,0.6843,0
full,domain,antagonism,all,all,0.84,55,49.1,60.7,0.6921,0
full,domain,antagonism,all,all,0.85,55.2,49.4,60.9,0.6994,0
full,domain,antagonism,all,all,0.86,55.4,49.6,61.1,0.7069,0
full,domain,antagonism,all,all,0.87,55.7,49.7,61.3,0.714,0
full,domain,antagonism,all,all,0.88,55.9,49.9,61.5,0.7212,0
full,domain,antagonism,all,all,0.89,56.1,50.1,61.7,0.728,0
full,domain,antagonism,all,all,0.9,56.3,50.3,61.9,0.735,0
full,domain,antagonism,all,all,0.91,56.5,50.5,62.1,0.7418,0
full,domain,antagonism,all,all,0.92,56.7,50.7,62.3,0.7487,0
full,domain,antagonism,all,all,0.93,56.9,50.9,62.5,0.7551,0
full,domain,antagonism,all,all,0.94,57.1,51.1,62.7,0.7615,0
full,domain,antagonism,all,all,0.95,57.3,51.4,62.9,0.7679,0
full,domain,antagonism,all,all,0.96,57.5,51.5,63,0.7746,0
full,domain,antagonism,all,all,0.97,57.7,51.7,63.2,0.7806,0
full,domain,antagonism,all,all,0.98,57.9,51.9,63.4,0.7867,0
full,domain,antagonism,all,all,0.99,58.2,52,63.6,0.7928,0
full,domain,antagonism,all,all,1,58.4,52.2,63.8,0.7987,0
full,domain,antagonism,all,all,1.01,58.6,52.4,64,0.8045,0
full,domain,antagonism,all,all,1.02,58.8,52.6,64.2,0.8104,0
full,domain,antagonism,all,all,1.03,59,52.8,64.4,0.8159,0
full,domain,antagonism,all,all,1.04,59.2,53,64.6,0.8214,0
full,domain,antagonism,all,all,1.05,59.4,53.2,64.8,0.8267,0
full,domain,antagonism,all,all,1.06,59.6,53.4,65,0.832,0
full,domain,antagonism,all,all,1.07,59.8,53.6,65.2,0.8373,0
full,domain,antagonism,all,all,1.08,60,53.8,65.3,0.8423,0
full,domain,antagonism,all,all,1.09,60.2,54,65.5,0.8473,0
full,domain,antagonism,all,all,1.1,60.5,54.2,65.7,0.8523,0
full,domain,antagonism,all,all,1.11,60.7,54.3,65.9,0.8567,0
full,domain,antagonism,all,all,1.12,60.9,54.5,66.1,0.8613,0
full,domain,antagonism,all,all,1.13,61.1,54.7,66.3,0.8659,0
full,domain,antagonism,all,all,1.14,61.3,54.9,66.5,0.8706,0
full,domain,antagonism,all,all,1.15,61.5,55,66.7,0.8749,0
full,domain,antagonism,all,all,1.16,61.7,55.2,66.9,0.8793,0
full,domain,antagonism,all,all,1.17,61.9,55.4,67.1,0.8837,0
full,domain,antagonism,all,all,1.18,62.1,55.6,67.3,0.8876,0
full,domain,antagonism,all,all,1.19,62.3,55.8,67.5,0.8915,0
full,domain,antagonism,all,all,1.2,62.6,56,67.7,0.8953,0
full,domain,antagonism,all,all,1.21,62.8,56.2,67.9,0.8989,0
full,domain,antagonism,all,all,1.22,63,56.4,68.1,0.9026,0
full,domain,antagonism,all,all,1.23,63.2,56.5,68.2,0.9064,0
full,domain,antagonism,all,all,1.24,63.4,56.7,68.4,0.9098,0
full,domain,antagonism,all,all,1.25,63.6,56.9,68.6,0.9129,0
full,domain,antagonism,all,all,1.26,63.8,57.1,68.8,0.9165,0
full,domain,antagonism,all,all,1.27,64,57.2,68.9,0.9196,0
full,domain,antagonism,all,all,1.28,64.2,57.4,69.1,0.9224,0
full,domain,antagonism,all,all,1.29,64.4,57.6,69.3,0.9256,0
full,domain,antagonism,all,all,1.3,64.6,57.8,69.4,0.9284,0
full,domain,antagonism,all,all,1.31,64.9,58,69.6,0.9312,0
full,domain,antagonism,all,all,1.32,65,58.2,69.8,0.9338,0
full,domain,antagonism,all,all,1.33,65.3,58.4,69.9,0.9366,0
full,domain,antagonism,all,all,1.34,65.5,58.6,70.1,0.939,0
full,domain,antagonism,all,all,1.35,65.7,58.8,70.3,0.9416,0
full,domain,antagonism,all,all,1.36,65.9,58.9,70.4,0.9441,0
full,domain,antagonism,all,all,1.37,66.1,59.1,70.6,0.9463,0
full,domain,antagonism,all,all,1.38,66.3,59.3,70.8,0.9484,0
full,domain,antagonism,all,all,1.39,66.5,59.5,71,0.9505,0
full,domain,antagonism,all,all,1.4,66.7,59.7,71.2,0.9524,0
full,domain,antagonism,all,all,1.41,66.9,59.9,71.3,0.9544,0
full,domain,antagonism,all,all,1.42,67.1,60.1,71.5,0.9564,0
full,domain,antagonism,all,all,1.43,67.3,60.3,71.7,0.9582,0
full,domain,antagonism,all,all,1.44,67.5,60.5,71.9,0.9602,0
full,domain,antagonism,all,all,1.45,67.7,60.7,72,0.9619,0
full,domain,antagonism,all,all,1.46,67.9,60.8,72.2,0.9634,0
full,domain,antagonism,all,all,1.47,68.1,61,72.3,0.965,0
full,domain,antagonism,all,all,1.48,68.3,61.2,72.5,0.9664,0
full,domain,antagonism,all,all,1.49,68.5,61.4,72.6,0.9679,0
full,domain,antagonism,all,all,1.5,68.7,61.5,72.8,0.9693,0
full,domain,antagonism,all,all,1.51,68.9,61.7,73,0.9706,0
full,domain,antagonism,all,all,1.52,69.1,61.9,73.1,0.9718,0
full,domain,antagonism,all,all,1.53,69.3,62.1,73.3,0.973,0
full,domain,antagonism,all,all,1.54,69.5,62.3,73.4,0.9742,0
full,domain,antagonism,all,all,1.55,69.7,62.5,73.6,0.9754,0
full,domain,antagonism,all,all,1.56,69.8,62.8,73.7,0.9764,0
full,domain,antagonism,all,all,1.57,70,63,73.9,0.9774,0
full,domain,antagonism,all,all,1.58,70.2,63.2,74,0.9783,0
full,domain,antagonism,all,all,1.59,70.4,63.4,74.2,0.9794,0
full,domain,antagonism,all,all,1.6,70.6,63.5,74.4,0.9802,0
full,domain,antagonism,all,all,1.61,70.8,63.7,74.5,0.9811,0
full,domain,antagonism,all,all,1.62,70.9,63.9,74.7,0.9818,0
full,domain,antagonism,all,all,1.63,71.1,64.1,74.9,0.9827,0
full,domain,antagonism,all,all,1.64,71.3,64.3,75,0.9835,0
full,domain,antagonism,all,all,1.65,71.5,64.4,75.2,0.9841,0
full,domain,antagonism,all,all,1.66,71.7,64.6,75.3,0.9849,0
full,domain,antagonism,all,all,1.67,71.9,64.8,75.4,0.9856,0
full,domain,antagonism,all,all,1.68,72,65,75.6,0.9862,0
full,domain,antagonism,all,all,1.69,72.2,65.2,75.7,0.9868,0
full,domain,antagonism,all,all,1.7,72.4,65.5,75.9,0.98740000000000006,0
full,domain,antagonism,all,all,1.71,72.5,65.7,76,0.9879,0
full,domain,antagonism,all,all,1.72,72.7,65.9,76.2,0.9884,0
full,domain,antagonism,all,all,1.73,72.9,66.1,76.3,0.989,0
full,domain,antagonism,all,all,1.74,73.1,66.2,76.4,0.9895,0
full,domain,antagonism,all,all,1.75,73.3,66.4,76.6,0.99,0
full,domain,antagonism,all,all,1.76,73.4,66.6,76.7,0.9905,0
full,domain,antagonism,all,all,1.77,73.6,66.8,76.8,0.9908,0
full,domain,antagonism,all,all,1.78,73.8,66.9,77,0.9913,0
full,domain,antagonism,all,all,1.79,73.9,67.1,77.1,0.9916,0
full,domain,antagonism,all,all,1.8,74.1,67.3,77.3,0.992,0
full,domain,antagonism,all,all,1.81,74.3,67.5,77.4,0.9924,0
full,domain,antagonism,all,all,1.82,74.5,67.7,77.5,0.9928,0
full,domain,antagonism,all,all,1.83,74.6,67.8,77.7,0.9931,0
full,domain,antagonism,all,all,1.84,74.8,68,77.8,0.9935,0
full,domain,antagonism,all,all,1.85,75,68.2,77.9,0.9938,0
full,domain,antagonism,all,all,1.86,75.1,68.4,78,0.994,0
full,domain,antagonism,all,all,1.87,75.3,68.6,78.2,0.9944,0
full,domain,antagonism,all,all,1.88,75.5,68.8,78.3,0.9945,0
full,domain,antagonism,all,all,1.89,75.6,69,78.4,0.9947,0
full,domain,antagonism,all,all,1.9,75.8,69.2,78.5,0.995,1
full,domain,antagonism,all,all,1.91,75.9,69.4,78.7,0.9952,1
full,domain,antagonism,all,all,1.92,76.1,69.6,78.8,0.9954,1
full,domain,antagonism,all,all,1.93,76.2,69.7,78.9,0.9957,1
full,domain,antagonism,all,all,1.94,76.4,69.9,79,0.9958,1
full,domain,antagonism,all,all,1.95,76.5,70.1,79.1,0.996,1
full,domain,antagonism,all,all,1.96,76.7,70.2,79.2,0.9962,1
full,domain,antagonism,all,all,1.97,76.8,70.4,79.3,0.9963,1
full,domain,antagonism,all,all,1.98,77,70.6,79.4,0.9965,1
full,domain,antagonism,all,all,1.99,77.1,70.8,79.6,0.9967,1
full,domain,antagonism,all,all,2,77.3,71,79.7,0.9968,1
full,domain,antagonism,all,all,2.01,77.4,71.2,79.8,0.997,1
full,domain,antagonism,all,all,2.02,77.5,71.3,79.9,0.9971,1
full,domain,antagonism,all,all,2.03,77.7,71.5,80,0.9972,1
full,domain,antagonism,all,all,2.04,77.8,71.7,80.1,0.9973,1
full,domain,antagonism,all,all,2.05,77.9,71.8,80.2,0.9974,1
full,domain,antagonism,all,all,2.06,78,72,80.3,0.9975,1
full,domain,antagonism,all,all,2.07,78.2,72.2,80.4,0.9976,1
full,domain,antagonism,all,all,2.08,78.3,72.3,80.5,0.9977,1
full,domain,antagonism,all,all,2.09,78.5,72.5,80.6,0.9978,1
full,domain,antagonism,all,all,2.1,78.7,72.7,80.7,0.9979,1
full,domain,antagonism,all,all,2.11,78.8,72.9,80.8,0.998,1
full,domain,antagonism,all,all,2.12,78.9,73.1,80.9,0.9981,1
full,domain,antagonism,all,all,2.13,79.1,73.3,80.9,0.9982,1
full,domain,antagonism,all,all,2.14,79.2,73.4,81,0.9983,1
full,domain,antagonism,all,all,2.15,79.3,73.6,81.1,0.9983,1
full,domain,antagonism,all,all,2.16,79.5,73.8,81.1,0.9984,1
full,domain,antagonism,all,all,2.17,79.6,74,81.2,0.9985,1
full,domain,antagonism,all,all,2.18,79.7,74.1,81.3,0.9985,1
full,domain,antagonism,all,all,2.19,79.7,74.3,81.4,0.9985,1
full,domain,antagonism,all,all,2.2,80,74.5,81.5,0.9986,1
full,domain,antagonism,all,all,2.21,80,74.6,81.6,0.9987,1
full,domain,antagonism,all,all,2.22,80,74.8,81.6,0.9987,1
full,domain,antagonism,all,all,2.23,80.3,75,81.7,0.9988,1
full,domain,antagonism,all,all,2.24,80.4,75.1,81.8,0.9988,1
full,domain,antagonism,all,all,2.25,80.6,75.3,81.9,0.9989,1
full,domain,antagonism,all,all,2.26,80.6,75.4,81.9,0.9989,1
full,domain,antagonism,all,all,2.27,80.6,75.6,82,0.9989,1
full,domain,antagonism,all,all,2.28,80.6,75.7,82.1,0.9989,1
full,domain,antagonism,all,all,2.29,80.9,75.9,82.1,0.999,1
full,domain,antagonism,all,all,2.3,80.9,76,82.2,0.999,1
full,domain,antagonism,all,all,2.31,81.1,76.2,82.2,0.9991,1
full,domain,antagonism,all,all,2.32,81.1,76.4,82.2,0.9991,1
full,domain,antagonism,all,all,2.33,81.1,76.5,82.3,0.9991,1
full,domain,antagonism,all,all,2.34,81.1,76.7,82.3,0.9991,1
full,domain,antagonism,all,all,2.35,81.4,76.9,82.4,0.9992,1
full,domain,antagonism,all,all,2.36,81.5,77,82.4,0.9992,1
full,domain,antagonism,all,all,2.37,81.7,77.2,82.5,0.9992,1
full,domain,antagonism,all,all,2.38,81.7,77.4,82.5,0.9992,1
full,domain,antagonism,all,all,2.39,81.7,77.5,82.6,0.9992,1
full,domain,antagonism,all,all,2.4,81.7,77.7,82.6,0.9992,1
full,domain,antagonism,all,all,2.41,81.7,77.8,82.7,0.9992,1
full,domain,antagonism,all,all,2.42,82.4,78,82.7,0.9994,1
full,domain,antagonism,all,all,2.43,82.4,78.1,82.8,0.9994,1
full,domain,antagonism,all,all,2.44,82.4,78.3,82.9,0.9994,1
full,domain,antagonism,all,all,2.45,82.4,78.4,82.9,0.9994,1
full,domain,antagonism,all,all,2.46,82.4,78.6,83,0.9994,1
full,domain,antagonism,all,all,2.47,82.4,78.7,83.1,0.9994,1
full,domain,antagonism,all,all,2.48,82.4,78.8,83.1,0.9994,1
full,domain,antagonism,all,all,2.49,82.4,79,83.2,0.9994,1
full,domain,antagonism,all,all,2.5,82.4,79.1,83.3,0.9994,1
full,domain,antagonism,all,all,2.51,82.4,79.2,83.4,0.9994,1
full,domain,antagonism,all,all,2.52,82.4,79.4,83.5,0.9994,1
full,domain,antagonism,all,all,2.53,82.4,79.5,83.6,0.9994,1
full,domain,antagonism,all,all,2.54,82.4,79.6,83.6,0.9994,1
full,domain,antagonism,all,all,2.55,82.4,79.8,83.7,0.9994,1
full,domain,antagonism,all,all,2.56,82.4,79.9,83.8,0.9994,1
full,domain,antagonism,all,all,2.57,82.4,80.1,83.9,0.9994,1
full,domain,antagonism,all,all,2.58,82.4,80.2,84,0.9994,1
full,domain,antagonism,all,all,2.59,82.4,80.3,84.1,0.9994,1
full,domain,antagonism,all,all,2.6,82.4,80.5,84.2,0.9994,1
full,domain,antagonism,all,all,2.61,82.4,80.6,84.3,0.9994,1
full,domain,antagonism,all,all,2.62,82.4,80.7,84.4,0.9994,1
full,domain,antagonism,all,all,2.63,82.4,80.8,84.7,0.9994,1
full,domain,antagonism,all,all,2.64,82.4,80.9,84.9,0.9994,1
full,domain,antagonism,all,all,2.65,82.4,81,85.2,0.9994,1
full,domain,antagonism,all,all,2.66,82.4,81.1,85.4,0.9994,1
full,domain,antagonism,all,all,2.67,82.4,81.2,85.6,0.9994,1
full,domain,antagonism,all,all,2.68,82.4,81.4,85.7,0.9994,1
full,domain,antagonism,all,all,2.69,82.4,81.5,85.7,0.9994,1
full,domain,antagonism,all,all,2.7,82.4,81.6,85.7,0.9994,1
full,domain,antagonism,all,all,2.71,82.4,81.7,85.8,0.9994,1
full,domain,antagonism,all,all,2.72,82.4,81.8,85.9,0.9994,1
full,domain,antagonism,all,all,2.73,82.4,81.9,86.1,0.9994,1
full,domain,antagonism,all,all,2.74,82.4,82,86.3,0.9994,1
full,domain,antagonism,all,all,2.75,82.4,82.1,86.6,0.9994,1
full,domain,antagonism,all,all,2.76,82.4,82.2,86.8,0.9994,1
full,domain,antagonism,all,all,2.77,82.4,82.3,86.8,0.9994,1
full,domain,antagonism,all,all,2.78,82.4,82.3,86.8,0.9994,1
full,domain,antagonism,all,all,2.79,82.4,82.4,86.8,0.9994,1
full,domain,antagonism,all,all,2.8,82.4,82.4,86.8,0.9994,1
full,domain,antagonism,all,all,2.81,85.7,82.5,86.8,0.9998,1
full,domain,antagonism,all,all,2.82,87.2,82.6,86.8,1,1
full,domain,antagonism,all,all,2.83,87.2,82.7,86.8,1,1
full,domain,antagonism,all,all,2.84,87.2,82.8,86.8,1,1
full,domain,antagonism,all,all,2.85,87.2,82.8,86.8,1,1
full,domain,antagonism,all,all,2.86,87.2,82.9,86.8,1,1
full,domain,antagonism,all,all,2.87,87.2,83,86.8,1,1
full,domain,antagonism,all,all,2.88,87.2,83.1,86.8,1,1
full,domain,antagonism,all,all,2.89,87.2,83.2,86.8,1,1
full,domain,antagonism,all,all,2.9,87.2,83.4,86.8,1,1
full,domain,antagonism,all,all,2.91,87.2,83.4,86.8,1,1
full,domain,antagonism,all,all,2.92,87.2,83.4,86.8,1,1
full,domain,antagonism,all,all,2.93,87.2,83.5,86.8,1,1
full,domain,antagonism,all,all,2.94,87.2,83.5,86.8,1,1
full,domain,antagonism,all,all,2.95,87.2,83.5,86.8,1,1
full,domain,antagonism,all,all,2.96,87.2,83.5,86.8,1,1
full,domain,antagonism,all,all,2.97,87.2,83.5,86.8,1,1
full,domain,antagonism,all,all,2.98,87.2,83.5,86.8,1,1
full,domain,antagonism,all,all,2.99,87.2,83.5,86.8,1,1
full,domain,antagonism,all,all,3,87.2,83.5,86.8,1,1
full,domain,antagonism,f,"[18,35)",0,28.4,27.8,34.2,0.0153,0
full,domain,antagonism,f,"[18,35)",0.01,28.9,27.9,34.9,0.0173,0
full,domain,antagonism,f,"[18,35)",0.02,29.1,28.1,35.5,0.0185,0
full,domain,antagonism,f,"[18,35)",0.03,29.6,28.2,36.2,0.0207,0
full,domain,antagonism,f,"[18,35)",0.04,30,28.3,36.9,0.0228,0
full,domain,antagonism,f,"[18,35)",0.05,30.4,28.5,37.5,0.025,0
full,domain,antagonism,f,"[18,35)",0.06,30.9,28.7,38,0.0281,0
full,domain,antagonism,f,"[18,35)",0.07,31.3,28.9,38.5,0.0305,0
full,domain,antagonism,f,"[18,35)",0.08,31.7,29.1,39,0.0336,0
full,domain,antagonism,f,"[18,35)",0.09,31.9,29.4,39.5,0.0349,0
full,domain,antagonism,f,"[18,35)",0.1,32.3,29.6,40,0.038,0
full,domain,antagonism,f,"[18,35)",0.11,32.6,29.8,40.4,0.0413,0
full,domain,antagonism,f,"[18,35)",0.12,33.1,30.1,40.8,0.0456,0
full,domain,antagonism,f,"[18,35)",0.13,33.5,30.3,41.2,0.0491,0
full,domain,antagonism,f,"[18,35)",0.14,33.9,30.5,41.6,0.0532,0
full,domain,antagonism,f,"[18,35)",0.15,34.2,30.8,41.9,0.0566,0
full,domain,antagonism,f,"[18,35)",0.16,34.5,31.1,42.3,0.0609,0
full,domain,antagonism,f,"[18,35)",0.17,34.9,31.3,42.6,0.0653,0
full,domain,antagonism,f,"[18,35)",0.18,35.3,31.6,42.9,0.0706,0
full,domain,antagonism,f,"[18,35)",0.19,35.6,31.9,43.3,0.0751,0
full,domain,antagonism,f,"[18,35)",0.2,35.9,32.1,43.6,0.0794,0
full,domain,antagonism,f,"[18,35)",0.21,36.3,32.4,44,0.0849,0
full,domain,antagonism,f,"[18,35)",0.22,36.6,32.6,44.3,0.0901,0
full,domain,antagonism,f,"[18,35)",0.23,36.9,32.8,44.6,0.0957,0
full,domain,antagonism,f,"[18,35)",0.24,37.3,33.1,45,0.1012,0
full,domain,antagonism,f,"[18,35)",0.25,37.5,33.4,45.2,0.1065,0
full,domain,antagonism,f,"[18,35)",0.26,37.9,33.6,45.5,0.1123,0
full,domain,antagonism,f,"[18,35)",0.27,38.2,33.9,45.8,0.1188,0
full,domain,antagonism,f,"[18,35)",0.28,38.5,34.2,46,0.1251,0
full,domain,antagonism,f,"[18,35)",0.29,38.8,34.5,46.3,0.1316,0
full,domain,antagonism,f,"[18,35)",0.3,39.2,34.8,46.6,0.1391,0
full,domain,antagonism,f,"[18,35)",0.31,39.5,35,46.9,0.146,0
full,domain,antagonism,f,"[18,35)",0.32,39.7,35.3,47.1,0.1526,0
full,domain,antagonism,f,"[18,35)",0.33,40.1,35.5,47.4,0.1609,0
full,domain,antagonism,f,"[18,35)",0.34,40.4,35.8,47.7,0.1686,0
full,domain,antagonism,f,"[18,35)",0.35,40.7,36,47.9,0.1762,0
full,domain,antagonism,f,"[18,35)",0.36,41,36.2,48.2,0.1837,0
full,domain,antagonism,f,"[18,35)",0.37,41.2,36.4,48.4,0.1906,0
full,domain,antagonism,f,"[18,35)",0.38,41.6,36.7,48.7,0.1991,0
full,domain,antagonism,f,"[18,35)",0.39,41.9,36.9,48.9,0.2079,0
full,domain,antagonism,f,"[18,35)",0.4,42.2,37.2,49.2,0.2167,0
full,domain,antagonism,f,"[18,35)",0.41,42.5,37.4,49.4,0.2254,0
full,domain,antagonism,f,"[18,35)",0.42,42.7,37.7,49.7,0.232,0
full,domain,antagonism,f,"[18,35)",0.43,43,37.9,49.9,0.2405,0
full,domain,antagonism,f,"[18,35)",0.44,43.2,38.2,50.2,0.2492,0
full,domain,antagonism,f,"[18,35)",0.45,43.5,38.4,50.4,0.2574,0
full,domain,antagonism,f,"[18,35)",0.46,43.8,38.6,50.6,0.2665,0
full,domain,antagonism,f,"[18,35)",0.47,44,38.9,50.9,0.2755,0
full,domain,antagonism,f,"[18,35)",0.48,44.3,39.1,51.1,0.2847,0
full,domain,antagonism,f,"[18,35)",0.49,44.5,39.3,51.3,0.2928,0
full,domain,antagonism,f,"[18,35)",0.5,44.8,39.6,51.5,0.3026,0
full,domain,antagonism,f,"[18,35)",0.51,45.1,39.9,51.8,0.3114,0
full,domain,antagonism,f,"[18,35)",0.52,45.3,40.1,52,0.3202,0
full,domain,antagonism,f,"[18,35)",0.53,45.6,40.3,52.2,0.3299,0
full,domain,antagonism,f,"[18,35)",0.54,45.9,40.5,52.5,0.3394,0
full,domain,antagonism,f,"[18,35)",0.55,46.1,40.8,52.7,0.3482,0
full,domain,antagonism,f,"[18,35)",0.56,46.3,41,52.9,0.3571,0
full,domain,antagonism,f,"[18,35)",0.57,46.6,41.2,53.2,0.3662,0
full,domain,antagonism,f,"[18,35)",0.58,46.8,41.4,53.4,0.3757,0
full,domain,antagonism,f,"[18,35)",0.59,47.1,41.6,53.6,0.3854,0
full,domain,antagonism,f,"[18,35)",0.6,47.3,41.9,53.8,0.3942,0
full,domain,antagonism,f,"[18,35)",0.61,47.6,42.1,54,0.404,0
full,domain,antagonism,f,"[18,35)",0.62,47.8,42.3,54.2,0.4137,0
full,domain,antagonism,f,"[18,35)",0.63,48.1,42.5,54.4,0.4236,0
full,domain,antagonism,f,"[18,35)",0.64,48.3,42.7,54.6,0.4335,0
full,domain,antagonism,f,"[18,35)",0.65,48.6,43,54.9,0.4431,0
full,domain,antagonism,f,"[18,35)",0.66,48.8,43.2,55.1,0.4527,0
full,domain,antagonism,f,"[18,35)",0.67,49,43.4,55.3,0.4611,0
full,domain,antagonism,f,"[18,35)",0.68,49.3,43.6,55.5,0.4711,0
full,domain,antagonism,f,"[18,35)",0.69,49.5,43.8,55.7,0.4811,0
full,domain,antagonism,f,"[18,35)",0.7,49.8,44.1,55.9,0.4901,0
full,domain,antagonism,f,"[18,35)",0.71,50,44.3,56.1,0.4996,0
full,domain,antagonism,f,"[18,35)",0.72,50.2,44.5,56.3,0.5086,0
